ID;Year;Default;WC/TA;RE/TA;EBIT/TA;ME/TL;S/TA
197;2000;0;0,09;0,17;0,06;0,99;0,27
197;2001;0;0,11;0,18;0,04;1,02;0,25
197;2002;0;0,14;0,17;0,04;1,19;0,30
197;2003;0;0,14;0,18;0,04;1,66;0,28
197;2004;0;0,13;0,20;0,06;2,05;0,32
198;1999;0;0,04;-1,76;0,02;0,72;0,20
198;2000;0;0,05;-1,99;0,04;0,31;0,26
199;1999;0;0,10;0,47;0,07;6,18;0,36
199;2000;0;0,07;0,52;0,07;5,75;0,35
199;2001;0;0,07;0,40;0,06;3,16;0,26
199;2002;0;0,09;0,42;0,08;3,64;0,35
199;2003;0;0,12;0,44;0,06;3,68;0,34
199;2004;0;0,11;0,48;0,06;4,24;0,31
200;1999;0;0,05;0,13;0,06;0,50;0,11
200;2000;0;0,01;0,16;0,05;0,63;0,15
200;2001;0;0,05;0,20;0,04;0,64;0,13
200;2002;0;0,05;0,19;0,02;0,49;0,11
200;2003;0;0,09;0,25;0,05;0,62;0,13
200;2004;0;-0,05;0,28;0,04;0,90;0,15
201;1997;0;-0,07;0,05;0,04;0,58;0,20
201;1998;0;-0,06;0,07;0,04;0,58;0,16
201;1999;0;-0,02;0,09;0,02;0,68;0,17
201;2000;0;0,02;0,08;0,05;0,74;0,64
201;2001;0;0,00;0,14;0,04;0,64;0,09
201;2002;0;0,05;0,09;-0,02;0,15;0,04
201;2003;0;0,07;-0,01;0,03;0,19;0,07
201;2004;0;0,06;-0,07;0,03;0,27;0,07
202;1999;0;0,07;0,57;0,08;3,72;0,30
202;2000;0;0,05;0,57;0,09;3,31;0,32
202;2001;0;0,04;0,57;0,07;2,29;0,27
202;2002;0;0,09;0,57;0,06;2,13;0,26
202;2003;0;0,17;0,59;0,07;2,58;0,27
202;2004;0;0,15;0,61;0,07;2,88;0,27
203;1999;0;0,08;0,09;0,04;0,81;0,10
203;2000;0;-0,07;0,10;0,05;0,82;0,10
203;2001;0;-0,05;0,07;0,04;0,69;0,10
203;2002;0;0,03;0,09;0,05;0,68;0,09
203;2003;0;0,07;0,08;0,03;0,83;0,11
203;2004;0;0,07;0,05;0,03;0,94;0,09
204;1999;0;-0,11;0,17;0,02;0,76;0,11
204;2000;0;-0,11;0,19;0,04;1,16;0,12
204;2001;0;0,04;0,23;0,02;0,97;0,13
204;2002;0;-0,07;0,21;0,06;1,10;0,13
204;2003;0;0,01;0,21;0,05;1,40;0,15
204;2004;0;-0,05;0,22;0,06;1,59;0,15
205;1999;0;0,02;0,36;0,06;1,14;0,41
205;2000;0;0,00;0,38;0,04;1,17;0,51
205;2001;0;0,02;0,44;0,07;1,81;0,32
205;2002;0;0,08;0,48;0,05;1,49;0,32
205;2003;0;0,18;0,58;0,05;2,30;0,38
205;2004;0;0,25;0,58;0,05;2,16;0,36
206;1997;0;-0,13;0,09;-0,01;1,00;0,13
206;1998;0;-0,06;0,12;0,03;1,15;0,14
206;1999;0;-0,09;0,10;0,00;0,89;0,12
206;2000;0;-0,11;0,09;0,05;0,72;0,13
206;2001;0;-0,01;0,09;0,03;0,64;0,11
206;2002;0;-0,03;0,05;0,02;0,67;0,09
206;2003;0;0,05;0,09;0,05;0,78;0,20
206;2004;0;0,13;0,07;0,03;0,94;0,19
207;1999;0;0,10;-0,43;0,04;0,10;0,15
207;2000;0;-0,31;-0,73;0,02;0,06;0,18
207;2001;0;-0,73;-1,14;0,00;0,03;0,23
208;1995;0;0,13;0,26;0,11;4,51;0,43
208;1996;0;0,08;0,32;0,09;5,08;0,28
208;1997;0;0,09;0,39;0,11;6,15;0,34
208;1998;0;0,08;0,31;0,07;3,47;0,28
208;1999;0;0,07;0,34;0,10;2,09;0,28
208;2000;0;0,13;0,37;0,07;2,43;0,16
208;2001;0;0,09;0,42;0,09;3,00;0,23
208;2002;0;-0,07;0,41;0,09;2,59;0,22
208;2003;0;0,00;0,54;0,07;2,91;0,22
208;2004;0;-0,07;0,69;0,09;3,70;0,23
209;1999;0;-0,03;0,31;0,06;0,99;0,16
209;2000;0;-0,08;0,28;0,06;1,28;0,29
209;2001;0;0,02;0,32;0,05;1,33;0,17
209;2002;0;-0,03;0,34;0,06;1,35;0,16
209;2003;0;-0,03;0,35;0,05;1,37;0,13
209;2004;0;-0,08;0,31;0,05;1,64;0,13
210;1995;0;0,31;0,39;0,07;2,23;0,43
210;1996;0;0,29;0,37;0,07;2,79;0,42
210;1997;0;0,43;0,37;0,07;3,09;0,37
210;1998;0;0,37;0,37;0,06;3,44;0,37
210;1999;0;0,36;0,35;0,05;7,76;0,36
210;2000;0;0,41;0,36;-0,01;4,81;0,33
210;2001;0;0,43;0,28;0,01;2,27;0,28
210;2002;0;0,41;0,31;-0,01;0,70;0,25
210;2003;0;0,45;0,27;0,04;1,66;0,25
210;2004;0;0,52;0,35;0,07;2,97;0,30
211;1999;0;0,47;0,48;0,00;1,14;0,25
211;2000;0;0,31;0,24;0,01;0,62;0,24
211;2001;0;0,35;0,14;-0,03;0,64;0,19
211;2002;0;0,47;0,08;0,00;0,90;0,27
211;2003;0;0,27;-0,32;0,03;0,65;0,30
211;2004;0;0,27;-0,56;0,00;1,07;0,28
212;1999;0;-0,02;0,53;0,05;3,47;0,36
212;2000;0;0,05;0,59;0,08;3,90;0,41
212;2001;0;0,07;0,66;0,05;3,86;0,32
212;2002;0;0,05;0,64;0,06;3,05;0,35
212;2003;0;0,07;0,69;0,06;3,23;0,35
212;2004;0;0,11;0,73;0,09;3,57;0,41
213;1995;0;0,05;0,19;0,05;1,77;0,21
213;1996;0;0,00;0,16;0,03;1,04;0,13
213;1997;0;0,06;0,19;0,07;1,65;0,24
214;1999;0;0,00;0,30;0,05;0,57;0,29
214;2000;0;0,01;0,32;0,04;0,77;0,31
214;2001;0;-0,07;0,23;0,05;0,88;0,22
214;2002;0;0,12;0,22;0,05;0,42;0,19
214;2003;0;0,11;0,29;0,05;0,58;0,21
214;2004;0;0,12;0,37;0,06;0,88;0,21
215;1999;0;-0,01;0,21;0,03;1,02;0,14
215;2000;0;-0,03;0,21;0,04;1,37;0,16
215;2001;0;-0,08;0,21;0,04;0,90;0,12
215;2002;0;-0,07;0,21;0,04;0,85;0,12
215;2003;0;0,01;0,18;0,05;0,63;0,12
215;2004;0;-0,03;0,18;0,04;0,70;0,12
216;2003;0;0,41;0,39;0,10;1,45;0,81
216;2004;0;0,38;0,38;0,10;1,47;0,73
217;1999;0;0,19;0,18;0,06;0,37;0,33
217;2000;0;0,18;0,19;0,06;0,36;0,33
217;2001;0;0,15;0,14;0,06;0,26;0,34
217;2002;0;0,17;0,13;0,05;0,20;0,31
217;2003;1;0,20;0,05;0,01;0,27;0,28
218;2001;0;0,08;0,41;0,05;2,23;0,41
218;2002;0;0,08;0,42;0,06;2,40;0,40
218;2003;0;0,05;0,39;0,07;2,01;0,40
218;2004;0;0,05;0,43;0,08;2,53;0,41
219;1999;0;0,52;0,14;0,07;0,51;0,60
219;2004;0;0,45;0,25;0,08;1,08;0,63
220;1999;0;0,04;0,02;0,04;0,22;0,19
220;2000;0;0,07;-0,02;0,02;0,07;0,17
221;1999;0;0,24;0,19;0,08;0,81;0,36
221;2000;0;0,26;0,19;0,08;0,83;0,39
221;2001;0;0,26;0,18;0,08;0,87;0,38
221;2002;0;0,29;0,22;0,07;0,60;0,38
221;2003;0;0,27;0,27;0,09;1,03;0,38
221;2004;0;0,24;0,31;0,08;1,12;0,37
222;1999;0;0,20;0,45;0,06;1,18;0,39
222;2000;0;0,11;0,43;0,07;1,01;0,34
222;2001;0;0,14;0,29;0,05;0,61;0,22
222;2002;0;0,09;0,32;0,05;0,90;0,26
222;2003;0;0,12;0,33;0,03;0,95;0,25
223;1999;0;0,29;0,04;0,06;1,88;0,22
223;2000;0;0,26;0,13;0,05;2,23;0,28
224;1999;0;0,23;0,26;0,04;0,53;0,61
224;2000;0;0,11;0,08;0,00;0,52;0,51
224;2001;0;0,25;-0,08;0,00;0,49;0,64
224;2002;0;0,23;-0,17;-0,02;0,25;0,64
224;2003;0;0,29;-0,15;0,04;0,72;0,68
225;1999;0;0,15;0,02;0,05;0,17;1,01
225;2000;0;0,14;-0,02;0,04;0,18;1,11
225;2001;0;0,16;-0,02;0,04;0,29;0,99
226;2004;0;0,26;0,25;0,05;1,74;0,71
227;1998;0;0,25;0,22;0,08;0,95;0,39
228;1999;0;0,02;-0,47;0,04;1,50;0,15
228;2000;0;0,03;-0,14;0,11;2,04;0,35
228;2001;0;0,01;-0,06;0,04;1,54;0,14
228;2002;0;0,00;-0,07;0,03;1,31;0,09
228;2003;0;0,01;0,02;0,03;1,05;0,09
228;2004;0;0,02;0,07;0,06;1,16;0,11
229;1999;0;-0,11;0,11;0,05;1,74;0,16
230;1999;0;0,04;0,65;0,09;5,23;0,19
230;2000;0;0,05;0,57;0,08;2,14;0,19
230;2001;0;0,04;0,59;0,06;2,45;0,15
230;2002;0;0,04;0,65;0,07;2,85;0,15
230;2003;0;0,04;0,69;0,07;3,89;0,14
230;2004;0;0,05;0,75;0,07;2,92;0,17
231;1999;0;0,13;0,82;0,16;12,89;0,78
231;2000;0;0,01;0,75;0,08;6,80;0,66
231;2001;0;0,16;0,66;0,03;2,69;0,57
231;2002;0;0,33;0,56;0,08;2,10;0,50
231;2003;0;0,45;0,64;0,09;3,02;0,51
231;2004;0;0,43;0,74;0,09;3,79;0,52
232;1999;0;0,02;0,08;0,04;0,43;0,24
232;2000;0;0,05;0,19;0,05;0,33;0,23
232;2001;0;0,01;0,23;0,07;0,51;0,27
232;2002;0;0,05;0,24;0,05;0,31;0,21
232;2003;0;0,06;0,23;0,03;0,34;0,07
232;2004;0;0,13;0,00;0,04;0,69;0,13
233;1999;0;0,16;-0,26;0,01;27,21;0,09
233;2000;0;0,22;-0,11;0,04;41,26;0,10
233;2001;0;0,26;-0,10;0,06;23,58;0,11
234;1999;0;0,26;0,22;0,04;0,26;0,32
234;2000;0;0,24;0,23;0,06;0,19;0,31
234;2001;0;0,26;0,22;0,04;0,32;0,25
234;2002;0;0,22;0,09;0,06;0,27;0,34
234;2003;0;0,22;0,13;0,08;0,54;0,36
234;2004;0;0,21;0,15;0,05;0,41;0,38
235;1999;0;0,07;0,12;0,08;0,88;0,26
235;2000;0;0,05;0,13;0,07;1,31;0,28
236;1999;0;0,03;0,45;0,06;2,34;0,37
236;2000;0;0,10;0,54;0,07;3,71;0,38
236;2001;0;0,06;0,47;0,07;2,49;0,35
236;2002;0;0,07;0,49;0,06;2,47;0,37
236;2003;0;0,08;0,42;0,06;1,76;0,33
236;2004;0;0,14;0,45;0,06;2,04;0,32
237;1999;0;-0,27;0,46;0,09;2,41;0,40
237;2001;0;-0,11;0,16;0,05;1,32;0,17
237;2002;0;0,03;0,18;0,06;1,26;0,17
237;2003;0;0,05;0,22;0,05;1,34;0,19
237;2004;0;0,04;0,29;0,06;1,51;0,17
238;1999;0;0,08;0,44;0,06;3,99;0,41
238;2000;0;0,18;0,48;0,08;3,60;0,44
238;2001;0;0,22;0,43;0,06;3,30;0,38
238;2002;0;0,20;0,41;0,05;0,77;0,33
238;2003;0;-0,01;0,34;0,05;1,01;0,33
238;2004;0;0,22;0,33;0,05;1,17;0,33
239;1999;0;-0,06;0,15;0,05;0,23;0,09
239;2000;0;-0,08;0,14;0,04;0,31;0,09
240;1995;0;0,22;0,38;0,06;1,58;0,33
240;1996;0;0,19;0,46;0,06;2,75;0,39
240;1997;0;0,17;0,55;0,13;2,65;0,94
240;1998;0;0,12;-0,01;0,05;0,83;0,25
240;1999;0;0,11;0,02;0,06;1,13;0,28
240;2000;0;0,15;0,08;0,06;1,37;0,26
240;2001;0;0,15;0,07;0,06;1,05;0,21
240;2002;0;0,16;0,07;0,06;0,58;0,21
240;2003;0;0,18;0,15;0,05;0,82;0,19
240;2004;0;0,30;0,17;0,04;0,58;0,19
241;1999;0;0,49;0,04;0,10;1,04;0,61
241;2000;0;0,43;0,13;0,11;2,54;0,64
241;2001;0;0,48;0,17;0,11;2,77;0,65
241;2002;0;0,46;0,19;0,09;1,57;0,63
241;2003;0;0,46;0,28;0,09;1,78;0,61
242;1995;0;0,38;-1,74;0,07;1,83;0,53
243;2001;0;0,02;0,11;0,03;0,33;0,25
243;2002;0;0,05;0,07;0,04;0,22;0,24
243;2003;0;0,04;0,11;0,03;0,46;0,24
243;2004;0;0,04;0,13;0,04;0,61;0,22
244;1999;0;0,11;0,45;0,09;5,31;0,27
244;2000;0;-0,04;0,46;0,07;4,58;0,31
244;2001;0;-0,02;0,50;0,08;4,54;0,28
244;2002;0;0,06;0,54;0,08;4,25;0,28
244;2003;0;0,04;0,67;0,10;4,85;0,29
244;2004;0;0,01;0,74;0,09;5,66;0,32
245;1995;0;0,14;0,67;0,08;2,12;0,24
245;1996;0;0,16;0,70;0,08;2,02;0,23
245;1997;0;0,13;0,55;0,04;1,34;0,16
245;1998;0;0,15;0,53;0,04;0,83;0,18
245;1999;0;0,15;0,53;0,05;0,97;0,20
245;2000;0;0,21;0,52;0,04;0,85;0,20
245;2001;0;0,07;0,52;0,03;1,14;0,16
245;2002;0;0,11;0,54;0,06;1,01;0,18
245;2003;0;0,09;0,51;0,04;0,85;0,15
245;2004;0;0,13;0,52;0,03;1,08;0,16
246;2002;0;0,12;0,25;0,12;4,51;0,34
246;2003;0;0,19;0,28;0,10;4,82;0,30
246;2004;0;0,25;0,35;0,10;4,38;0,29
247;1999;0;0,06;0,39;0,03;2,59;0,12
247;2000;0;0,12;0,42;0,05;4,45;0,19
247;2001;0;0,16;0,24;0,05;4,48;0,10
247;2002;0;0,14;0,25;0,04;3,64;0,13
247;2003;0;0,16;0,26;0,03;3,21;0,11
247;2004;0;0,10;0,27;0,04;5,10;0,10
248;1996;0;0,03;0,43;0,07;4,54;0,19
248;1997;0;0,03;0,35;0,06;2,25;0,13
248;1998;0;0,06;0,28;0,02;0,94;0,14
248;1999;0;0,06;0,30;0,04;1,08;0,16
249;1999;0;0,14;0,01;0,05;0,76;0,27
249;2000;0;0,19;0,05;0,05;0,85;0,20
249;2001;0;0,19;0,09;0,07;0,86;0,27
249;2002;0;0,11;-0,02;0,05;0,45;0,22
249;2003;0;0,15;0,02;0,04;0,76;0,22
249;2004;0;0,15;0,04;0,06;0,84;0,23
250;1999;0;0,13;0,22;0,04;0,49;0,31
250;2000;0;0,12;0,21;0,03;0,38;0,29
250;2001;0;0,17;0,14;0,04;0,39;0,28
250;2002;0;0,10;-0,04;0,02;0,12;0,29
250;2003;0;0,25;-0,08;0,03;0,12;0,30
250;2004;0;0,24;-0,05;0,04;0,19;0,32
251;1996;0;0,03;0,06;0,03;0,74;0,12
251;1997;0;0,07;0,05;0,05;0,84;0,11
251;1998;0;0,06;0,13;0,04;0,60;0,11
251;1999;0;0,06;0,09;0,04;0,53;0,10
251;2000;0;0,06;0,07;0,05;0,52;0,09
251;2001;0;0,04;0,03;0,03;0,31;0,07
251;2002;0;0,06;0,01;0,05;0,56;0,09
251;2003;0;0,07;0,02;0,06;0,84;0,09
251;2004;0;0,08;0,04;0,05;0,81;0,09
252;1999;0;0,07;0,14;0,03;0,39;0,77
252;2000;0;0,05;0,12;0,05;0,17;0,80
252;2001;0;0,04;0,09;0,04;0,45;0,84
252;2002;0;0,01;0,03;0,01;0,12;0,84
252;2003;0;0,06;-0,02;0,04;0,16;1,02
252;2004;0;0,06;-0,06;0,04;0,22;0,93
253;1999;0;0,42;0,79;0,05;1,76;0,19
253;2000;0;0,32;0,86;0,05;1,74;0,22
253;2001;0;0,16;0,90;0,01;1,17;0,20
253;2002;0;0,28;0,96;0,03;1,26;0,22
253;2003;0;0,24;0,96;0,02;1,47;0,23
253;2004;0;0,33;0,98;0,04;1,61;0,26
254;1999;0;0,02;0,07;0,04;0,25;0,24
254;2000;0;-0,02;0,04;0,02;0,37;0,25
254;2001;0;0,02;0,04;0,04;0,52;0,24
254;2002;0;0,01;0,06;0,05;0,49;0,26
254;2003;0;0,07;0,09;0,04;0,54;0,23
254;2004;0;0,06;0,12;0,04;0,67;0,18
255;2001;0;0,15;0,38;0,06;0,49;0,28
255;2002;0;0,16;0,38;0,06;0,52;0,28
255;2003;0;0,17;0,37;0,05;0,62;0,31
255;2004;0;0,12;0,40;0,07;0,82;0,37
256;1999;0;-0,54;0,15;0,04;0,61;0,10
256;2000;0;-0,51;0,15;0,04;0,42;0,11
256;2001;0;-0,57;0,12;0,03;0,30;0,06
256;2002;0;-0,58;0,11;0,02;0,26;0,06
256;2003;0;-0,58;0,13;0,03;0,28;0,04
257;1998;0;0,18;0,20;0,07;0,82;0,12
257;1999;0;0,16;0,18;0,03;0,74;0,08
257;2000;0;0,22;0,15;0,05;1,43;0,11
257;2001;0;0,12;0,24;0,06;1,09;0,13
257;2002;0;0,07;0,32;0,05;1,31;0,09
257;2003;0;0,07;0,33;0,04;1,02;0,08
257;2004;0;0,04;0,34;0,04;1,45;0,09
258;1998;0;0,15;0,05;0,05;0,78;0,32
258;1999;0;0,09;0,08;0,05;1,01;0,39
259;1999;0;0,26;0,34;0,04;2,79;0,30
259;2000;0;0,20;0,37;0,02;2,64;0,34
259;2002;0;0,21;0,26;0,04;0,91;0,29
259;2003;0;0,12;0,14;0,06;0,90;0,37
259;2004;0;0,21;0,23;0,05;1,49;0,36
260;1995;0;0,21;0,34;0,04;1,34;0,39
260;1996;0;0,19;0,35;0,05;1,51;0,43
260;1997;0;0,21;0,34;0,05;1,40;0,40
260;1998;0;0,22;0,31;0,03;0,62;0,37
261;1995;0;0,30;0,38;0,06;1,29;0,35
261;1996;0;0,27;0,36;0,05;1,32;0,36
261;1997;0;0,24;0,38;0,07;1,65;0,31
261;1998;0;0,26;0,36;0,03;1,67;0,29
261;1999;0;0,11;0,45;0,03;2,29;0,19
261;2000;0;0,49;0,51;0,05;2,41;0,26
261;2001;0;0,41;0,47;0,04;2,15;0,30
261;2002;0;0,43;0,49;0,06;3,42;0,31
261;2003;0;0,44;0,45;0,03;2,26;0,31
261;2004;0;0,48;0,46;0,06;3,60;0,36
262;1995;0;0,13;0,57;0,06;2,16;0,32
262;1996;0;0,19;0,61;0,07;2,67;0,34
262;1997;0;0,26;0,70;0,06;2,93;0,31
262;1998;0;0,09;0,67;0,07;1,47;0,31
262;1999;0;0,12;0,69;0,06;1,29;0,29
262;2000;0;0,12;0,54;0,05;0,68;0,27
262;2002;0;0,14;0,56;0,05;0,98;0,30
262;2003;0;0,15;0,58;0,05;1,34;0,29
262;2004;0;0,18;0,57;0,04;1,60;0,33
263;1995;0;0,53;0,00;0,03;0,63;0,42
263;1996;0;0,50;0,05;0,04;0,68;0,42
263;1997;0;0,53;0,10;0,06;1,03;0,43
263;1998;0;0,56;0,13;0,06;0,79;0,41
263;1999;0;0,52;0,15;0,05;0,46;0,45
263;2000;0;0,49;0,16;0,04;0,32;0,43
263;2001;0;0,46;0,13;0,05;0,24;0,37
264;1995;0;0,06;-0,15;0,04;0,32;0,30
264;1996;1;0,02;-0,27;0,00;0,15;0,34
265;1995;0;0,23;0,51;0,08;2,51;0,42
265;1996;0;0,26;0,53;0,07;3,21;0,44
265;1997;0;0,22;0,53;0,08;3,99;0,42
265;1998;0;0,14;0,44;0,08;2,60;0,37
265;1999;0;0,02;0,42;0,08;1,45;0,40
265;2000;0;0,12;0,43;0,02;0,76;0,34
265;2001;0;0,22;0,50;0,07;1,41;0,33
265;2002;0;0,19;0,47;0,07;1,03;0,35
265;2003;0;0,20;0,54;0,08;2,14;0,41
265;2004;0;0,22;0,58;0,07;2,17;0,35
266;1995;0;0,23;0,17;0,02;0,36;0,48
266;1996;0;0,23;0,15;0,01;0,14;0,44
267;1995;0;0,14;-0,66;0,03;3,55;0,17
267;1996;0;0,12;-0,78;0,02;2,37;0,17
267;1997;0;0,14;-0,87;0,02;3,03;0,17
267;1998;0;0,15;-0,90;0,02;2,03;0,17
267;1999;0;0,15;-1,04;0,00;0,81;0,16
267;2000;0;-0,05;-1,88;-0,25;0,25;0,14
267;2001;0;0,03;-2,35;0,01;0,75;0,16
267;2002;0;0,11;-2,19;0,04;4,97;0,19
267;2003;0;0,49;-1,27;0,04;8,62;0,12
267;2004;0;0,36;-1,28;0,03;6,27;0,13
268;1997;0;0,53;0,29;0,07;6,86;0,24
268;1998;0;0,34;0,28;0,07;4,46;0,25
268;1999;0;0,27;0,20;0,07;1,95;0,20
268;2000;0;0,23;0,24;0,04;1,75;0,20
268;2001;0;0,25;0,16;0,05;2,04;0,17
268;2002;0;0,25;0,21;0,06;1,41;0,17
269;1995;0;0,07;0,48;0,07;2,14;0,34
269;1996;0;0,06;0,49;0,05;2,58;0,32
269;1997;0;0,09;0,54;0,09;3,47;0,34
269;1998;0;0,05;0,51;0,09;2,72;0,34
269;1999;0;0,14;0,49;0,11;1,70;0,32
269;2000;0;-0,04;0,48;0,02;1,81;0,32
269;2001;0;0,11;0,43;0,07;1,75;0,23
269;2002;0;0,19;0,42;0,07;1,35;0,26
270;1995;0;0,10;0,75;0,03;4,37;0,26
270;1996;0;0,07;0,86;0,07;2,96;0,24
270;1997;0;-0,03;0,92;0,05;2,82;0,20
270;1998;0;0,03;0,38;0,05;0,56;0,16
270;1999;0;-0,01;0,38;0,06;0,63;0,17
270;2000;0;0,06;0,41;0,05;0,49;0,17
270;2001;0;0,03;0,41;0,04;0,28;0,11
270;2002;0;0,14;0,40;0,06;0,36;0,18
270;2003;0;0,16;0,47;0,06;0,54;0,20
270;2004;0;0,13;0,48;0,06;0,67;0,22
271;1995;0;0,05;0,62;0,11;2,90;0,43
271;1996;0;0,08;0,57;0,09;3,34;0,41
271;1997;0;0,10;0,61;0,11;3,66;0,41
271;1998;0;0,13;0,65;0,09;3,00;0,40
271;1999;0;0,20;0,78;0,08;2,32;0,37
271;2000;0;0,18;0,79;0,08;3,05;0,38
271;2001;0;0,20;0,85;0,10;3,42;0,39
271;2002;0;0,24;0,90;0,11;3,40;0,35
271;2003;0;0,17;0,94;0,10;3,36;0,36
271;2004;0;0,00;0,93;0,11;3,84;0,37
272;1996;0;0,31;0,48;0,07;3,18;0,41
272;1997;0;0,34;0,50;0,06;4,14;0,40
272;1998;0;0,28;0,53;0,05;3,75;0,34
272;1999;0;0,24;0,54;0,05;4,48;0,36
272;2000;0;0,28;0,45;0,07;4,68;0,42
272;2001;0;0,27;0,46;0,03;1,77;0,36
272;2002;0;0,20;0,19;0,04;1,42;0,29
272;2003;0;0,22;0,21;0,04;1,87;0,31
272;2004;0;0,22;0,23;0,05;1,48;0,31
273;1995;0;0,31;-0,23;0,06;1,14;0,43
273;1996;0;0,21;-0,09;0,05;1,17;0,33
273;1997;0;0,28;0,00;0,07;1,67;0,34
273;1998;0;0,20;0,05;0,05;0,31;0,25
273;1999;0;0,11;0,05;0,03;0,24;0,24
273;2000;0;0,15;0,08;0,05;0,40;0,24
273;2001;0;0,15;-0,49;0,03;0,16;0,33
273;2002;0;-0,72;-0,53;0,05;0,18;0,33
273;2003;0;0,21;-0,50;0,06;0,43;0,34
273;2004;0;0,23;-0,40;0,06;1,06;0,39
274;2004;0;0,25;0,82;0,07;3,53;0,26
275;1995;0;0,09;0,43;0,05;1,67;0,17
275;1996;0;0,05;0,16;0,04;1,53;0,16
275;1997;0;0,04;0,16;0,06;1,70;0,20
275;1998;0;0,03;-0,06;0,06;1,35;0,15
275;1999;0;0,03;0,01;0,04;0,48;0,10
275;2000;0;0,04;0,02;0,05;0,55;0,12
275;2001;0;0,04;0,05;0,05;0,60;0,12
275;2002;0;0,03;0,08;0,05;0,79;0,14
275;2003;0;0,06;0,09;0,05;1,12;0,16
275;2004;0;0,09;0,11;0,06;1,58;0,16
276;2002;0;0,10;0,12;0,03;0,20;0,25
276;2003;0;0,13;0,16;0,05;0,40;0,31
276;2004;0;0,17;0,18;0,05;0,33;0,29
277;1997;0;0,04;0,02;0,06;2,95;0,24
277;1998;0;0,00;0,04;0,05;0,36;0,20
277;1999;0;0,31;0,09;0,03;0,80;0,18
277;2000;0;0,18;0,17;0,04;0,61;0,16
277;2001;0;0,19;0,14;0,04;0,28;0,15
277;2002;0;0,12;0,06;0,05;0,32;0,18
277;2003;0;0,07;0,02;0,05;0,34;0,16
277;2004;0;0,11;0,04;0,02;1,01;0,14
278;1995;0;0,18;0,37;0,07;9,31;0,53
278;1996;0;0,24;0,40;0,07;7,05;0,57
278;1997;0;0,22;0,41;0,08;10,76;0,54
278;1998;0;0,19;0,47;0,09;18,91;0,57
278;1999;0;0,20;0,49;0,09;27,54;0,57
278;2000;0;0,19;0,50;0,08;17,56;0,50
278;2001;0;0,17;0,50;0,07;14,15;0,55
278;2002;0;0,15;0,55;0,07;4,78;0,48
278;2003;0;0,13;0,60;0,08;6,73;0,47
278;2004;0;0,12;0,66;0,07;6,17;0,47
279;1995;0;0,23;0,12;0,05;3,22;0,18
279;1996;0;0,21;0,14;0,05;2,95;0,15
279;1997;0;0,24;-0,03;0,01;1,70;0,20
279;1998;0;0,22;-0,21;0,03;2,42;0,15
279;2000;0;0,16;-0,45;0,03;1,36;0,15
280;1995;0;0,19;0,61;0,06;2,07;0,42
280;1996;0;0,20;0,59;0,07;2,55;0,41
280;1997;0;0,19;0,56;0,09;2,18;0,39
280;1998;0;0,18;0,56;0,08;2,18;0,35
281;2001;0;0,23;0,50;0,08;2,90;0,51
281;2002;0;0,27;0,53;0,09;3,06;0,50
281;2003;0;0,20;0,55;0,08;3,04;0,51
281;2004;0;0,26;0,57;0,06;3,47;0,56
282;1999;0;-0,05;-0,04;0,04;0,52;0,12
282;2000;0;-0,02;-0,05;0,05;0,81;0,12
282;2001;0;-0,03;-0,05;0,05;0,71;0,11
282;2002;0;-0,08;-0,03;0,04;0,61;0,12
282;2003;0;0,00;-0,03;0,05;0,98;0,14
282;2004;0;-0,01;-0,01;0,06;1,65;0,15
283;1995;0;0,05;0,22;0,01;0,81;0,12
283;1996;0;0,19;0,24;0,01;1,16;0,15
283;1997;0;0,12;0,31;0,02;1,76;0,16
284;1995;0;0,32;0,25;0,08;5,59;0,30
284;1996;0;0,31;0,29;0,08;6,49;0,31
284;1997;0;0,29;0,31;0,09;7,30;0,30
284;1998;0;0,19;0,34;0,07;4,59;0,28
284;1999;0;0,18;0,39;0,07;3,28;0,28
284;2000;0;0,12;0,41;0,05;2,32;0,26
284;2001;0;0,22;0,47;0,05;3,67;0,28
284;2002;0;0,28;0,40;0,05;3,12;0,33
284;2003;0;0,32;0,42;0,06;3,94;0,34
284;2004;0;0,31;0,43;0,06;4,55;0,33
285;1995;0;0,02;0,21;0,04;0,39;0,41
286;2004;0;0,39;0,26;0,06;1,61;0,48
287;1995;0;0,03;0,28;0,04;0,99;0,37
287;1996;0;0,04;0,30;0,04;0,81;0,40
287;1997;0;0,02;0,30;0,06;1,01;0,44
287;1998;0;0,06;0,31;0,06;1,06;0,45
287;1999;0;0,05;0,34;0,03;0,70;0,53
287;2000;0;0,04;0,33;0,05;0,79;0,45
287;2001;0;0,12;0,34;0,07;1,07;0,47
287;2002;0;0,12;0,37;0,06;1,62;0,47
287;2003;0;0,04;0,45;0,09;3,38;0,50
288;1999;0;0,26;-0,10;0,04;0,22;0,28
288;2000;0;0,28;-0,13;0,05;0,24;0,32
288;2001;0;0,27;-0,20;0,02;0,18;0,18
288;2002;0;0,52;-0,07;0,02;0,25;0,19
289;1995;0;0,24;0,33;0,09;2,40;1,59
289;1996;0;0,26;0,40;0,04;2,39;1,43
289;1997;0;0,09;0,35;0,04;1,24;1,18
289;1998;0;0,11;0,38;0,08;1,71;1,06
289;1999;0;0,09;0,40;0,08;0,86;1,13
289;2000;0;0,01;0,36;0,05;1,13;1,04
290;1995;0;0,01;0,06;0,05;0,56;0,40
